time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2018-08-12T14:26:44.40Z,47.1332949,15.4328848,3660.138,50.21,-30.48,-2.94,1.596,2.370,0.34,328.73559,0.30861,3,12
2018-08-12T14:26:44.60Z,47.1333850,15.4328046,3660.660,50.11,-30.46,-2.84,1.597,2.378,0.30,328.70331,0.32148,3,12
2018-08-12T14:26:44.80Z,47.1334753,15.4327249,3661.216,50.23,-30.31,-2.80,1.598,2.381,0.31,328.89671,0.31747,3,12
2018-08-12T14:26:45.00Z,47.1335657,15.4326452,3661.815,50.29,-30.27,-2.84,1.597,2.377,0.26,328.95721,0.30372,3,12
2018-08-12T14:26:45.20Z,47.1336559,15.4325656,3662.475,50.28,-30.26,-2.88,1.595,2.374,0.24,328.95677,0.27183,3,12
2018-08-12T14:26:45.40Z,47.1337462,15.4324861,3663.119,50.32,-30.18,-2.90,1.592,2.371,0.23,329.04846,0.27191,3,12
2018-08-12T14:26:45.60Z,47.1338369,15.4324067,3663.760,50.37,-30.13,-2.93,1.589,2.369,0.23,329.11546,0.26826,3,12
2018-08-12T14:26:45.80Z,47.1339275,15.4323275,3664.379,50.37,-30.09,-3.01,1.585,2.367,0.24,329.14779,0.26243,3,12
2018-08-12T14:26:46.00Z,47.1340182,15.4322487,3665.028,50.39,-29.98,-3.04,1.582,2.365,0.24,329.25230,0.26092,3,12
2018-08-12T14:26:46.20Z,47.1341087,15.4321699,3665.672,50.42,-29.91,-3.11,1.578,2.364,0.24,329.32238,0.25636,3,12
2018-08-12T14:26:46.40Z,47.1341995,15.4320912,3666.275,50.47,-29.90,-3.17,1.574,2.363,0.24,329.35405,0.24531,3,12
2018-08-12T14:26:46.60Z,47.1342905,15.4320127,3666.837,50.44,-29.84,-3.20,1.563,2.356,0.24,329.39212,0.24058,3,12
2018-08-12T14:26:46.80Z,47.1343817,15.4319344,3667.439,50.49,-29.74,-3.20,1.558,2.354,0.24,329.50111,0.29537,3,12
2018-08-12T14:26:47.00Z,47.1344728,15.4318563,3668.044,50.58,-29.65,-3.16,1.553,2.351,0.24,329.62391,0.29689,3,12
2018-08-12T14:26:47.20Z,47.1345637,15.4317785,3668.657,50.58,-29.55,-3.21,1.548,2.347,0.24,329.70112,0.30480,3,12
2018-08-12T14:26:47.40Z,47.1346548,15.4317004,3669.291,50.58,-29.56,-3.18,1.544,2.343,0.24,329.69853,0.30236,3,12
2018-08-12T14:26:47.60Z,47.1347457,15.4316226,3669.927,50.61,-29.50,-3.23,1.542,2.340,0.24,329.75766,0.29734,3,12
2018-08-12T14:26:47.80Z,47.1348367,15.4315448,3670.572,50.61,-29.55,-3.28,1.540,2.337,0.24,329.72559,0.29538,3,12
2018-08-12T14:26:48.00Z,47.1349278,15.4314676,3671.169,50.66,-29.35,-3.27,1.539,2.335,0.26,329.91002,0.29568,3,12
2018-08-12T14:26:48.20Z,47.1350188,15.4313905,3671.853,50.63,-29.34,-3.35,1.539,2.329,0.26,329.90992,0.30612,3,12
2018-08-12T14:26:48.40Z,47.1351097,15.4313132,3672.506,50.60,-29.33,-3.29,1.538,2.322,0.25,329.90226,0.29816,3,12
2018-08-12T14:26:48.60Z,47.1352006,15.4312361,3673.207,50.61,-29.29,-3.30,1.537,2.316,0.25,329.94298,0.30260,3,12
2018-08-12T14:26:48.80Z,47.1352916,15.4311589,3673.907,50.65,-29.29,-3.37,1.534,2.310,0.23,329.95899,0.28127,3,12
2018-08-12T14:26:49.00Z,47.1353825,15.4310818,3674.568,50.59,-29.29,-3.41,1.531,2.303,0.24,329.93064,0.31470,3,12
2018-08-12T14:26:49.20Z,47.1354732,15.4310043,3675.271,50.48,-29.38,-3.44,1.530,2.301,0.24,329.79829,0.33537,3,12
2018-08-12T14:26:49.40Z,47.1355641,15.4309275,3675.991,50.56,-29.18,-3.48,1.531,2.302,0.23,330.00676,0.35164,3,12
2018-08-12T14:26:49.60Z,47.1356547,15.4308503,3676.707,50.55,-29.21,-3.46,1.531,2.303,0.22,329.97939,0.31451,3,12
2018-08-12T14:26:49.80Z,47.1357453,15.4307734,3677.405,50.50,-29.23,-3.46,1.530,2.303,0.22,329.93750,0.30871,3,12
2018-08-12T14:26:50.00Z,47.1358360,15.4306966,3678.093,50.51,-29.20,-3.51,1.529,2.302,0.23,329.97026,0.30545,3,12
2018-08-12T14:26:50.20Z,47.1359266,15.4306197,3678.807,50.46,-29.15,-3.52,1.528,2.301,0.23,329.98459,0.30930,3,12
2018-08-12T14:26:50.40Z,47.1360170,15.4305427,3679.545,50.40,-29.30,-3.55,1.527,2.300,0.21,329.82648,0.31350,3,12
2018-08-12T14:26:50.60Z,47.1361075,15.4304658,3680.298,50.42,-29.21,-3.58,1.526,2.299,0.21,329.91511,0.32708,3,12
2018-08-12T14:26:50.80Z,47.1361975,15.4303884,3681.116,50.26,-29.36,-3.66,1.525,2.297,0.21,329.70777,0.35124,3,12
2018-08-12T14:26:51.00Z,47.1362875,15.4303114,3681.906,50.28,-29.24,-3.59,1.521,2.294,0.21,329.82255,0.28217,3,12
2018-08-12T14:26:51.20Z,47.1363774,15.4302341,3682.728,50.22,-29.36,-3.63,1.518,2.289,0.21,329.68284,0.28107,3,12
2018-08-12T14:26:51.40Z,47.1364671,15.4301565,3683.534,50.13,-29.47,-3.59,1.515,2.283,0.21,329.54507,0.28434,3,12
2018-08-12T14:26:51.60Z,47.1365569,15.4300790,3684.339,50.11,-29.46,-3.62,1.512,2.272,0.21,329.54521,0.28658,3,12
2018-08-12T14:26:51.80Z,47.1366466,15.4300011,3685.154,49.91,-29.61,-3.66,1.512,2.264,0.23,329.32032,0.32792,3,12
2018-08-12T14:26:52.00Z,47.1367364,15.4299230,3685.937,49.94,-29.66,-3.66,1.511,2.256,0.22,329.29702,0.31895,3,12
2018-08-12T14:26:52.20Z,47.1368260,15.4298446,3686.730,49.76,-29.77,-3.63,1.509,2.242,0.23,329.11173,0.29773,3,12
2018-08-12T14:26:52.40Z,47.1369156,15.4297661,3687.462,49.71,-29.93,-3.64,1.505,2.226,0.23,328.95098,0.26885,3,12
2018-08-12T14:26:52.60Z,47.1370049,15.4296872,3688.189,49.48,-30.01,-3.70,1.502,2.211,0.23,328.76157,0.28107,3,12
2018-08-12T14:26:52.80Z,47.1370940,15.4296078,3688.967,49.42,-30.17,-3.75,1.501,2.198,0.27,328.60286,0.27495,3,12
2018-08-12T14:26:53.00Z,47.1371833,15.4295283,3689.630,49.40,-30.35,-3.65,1.494,2.194,0.26,328.43108,0.25596,3,12
2018-08-12T14:26:53.20Z,47.1372720,15.4294481,3690.398,49.13,-30.57,-3.64,1.488,2.191,0.27,328.10756,0.25125,3,12
2018-08-12T14:26:53.40Z,47.1373603,15.4293676,3691.099,48.94,-30.65,-3.64,1.484,2.185,0.26,327.94661,0.26869,3,12
2018-08-12T14:26:53.60Z,47.1374484,15.4292867,3691.838,48.87,-30.81,-3.63,1.481,2.181,0.28,327.77241,0.27150,3,12
2018-08-12T14:26:53.80Z,47.1375362,15.4292052,3692.550,48.74,-30.98,-3.62,1.479,2.179,0.28,327.55662,0.27284,3,12
2018-08-12T14:26:54.00Z,47.1376237,15.4291231,3693.290,48.58,-31.17,-3.57,1.478,2.176,0.27,327.31918,0.28013,3,12
2018-08-12T14:26:54.20Z,47.1377105,15.4290407,3694.007,48.42,-31.31,-3.53,1.478,2.173,0.27,327.11009,0.30092,3,12
2018-08-12T14:26:54.40Z,47.1377971,15.4289577,3694.746,48.27,-31.48,-3.47,1.477,2.173,0.27,326.89269,0.28532,3,12
2018-08-12T14:26:54.60Z,47.1378833,15.4288742,3695.469,48.06,-31.73,-3.42,1.476,2.171,0.26,326.56540,0.28262,3,12
2018-08-12T14:26:54.80Z,47.1379691,15.4287902,3696.152,47.93,-31.93,-3.41,1.475,2.170,0.26,326.33268,0.28719,3,12
2018-08-12T14:26:55.00Z,47.1380544,15.4287056,3696.753,47.72,-32.13,-3.32,1.473,2.168,0.24,326.05208,0.26951,3,12
2018-08-12T14:26:55.20Z,47.1381391,15.4286204,3697.242,47.64,-32.33,-3.22,1.470,2.165,0.23,325.84374,0.29816,3,12
2018-08-12T14:26:55.40Z,47.1382238,15.4285346,3697.872,47.30,-32.50,-3.26,1.469,2.167,0.26,325.50981,0.30055,3,12
2018-08-12T14:26:55.60Z,47.1383085,15.4284478,3698.326,47.31,-32.86,-3.02,1.467,2.166,0.28,325.21303,0.30012,3,12
2018-08-12T14:26:55.80Z,47.1383936,15.4283615,3698.983,47.14,-32.73,-3.07,1.468,2.164,0.29,325.22830,0.40500,3,12
2018-08-12T14:26:56.00Z,47.1384782,15.4282747,3699.586,46.80,-32.96,-3.03,1.465,2.162,0.29,324.84273,0.36640,3,12
2018-08-12T14:26:56.20Z,47.1385620,15.4281859,3700.275,46.62,-33.43,-2.99,1.456,2.158,0.26,324.36322,0.28281,3,12
2018-08-12T14:26:56.40Z,47.1386457,15.4280968,3700.910,46.46,-33.62,-2.87,1.446,2.153,0.22,324.10765,0.28121,3,12
2018-08-12T14:26:56.60Z,47.1387289,15.4280071,3701.535,46.20,-33.89,-2.86,1.437,2.144,0.21,323.73801,0.26191,3,12
2018-08-12T14:26:56.80Z,47.1388121,15.4279177,3702.157,46.11,-34.06,-2.86,1.429,2.139,0.20,323.54962,0.27723,3,12
2018-08-12T14:26:57.00Z,47.1388948,15.4278273,3702.798,45.92,-34.27,-2.80,1.424,2.134,0.20,323.27127,0.28477,3,12
2018-08-12T14:26:57.20Z,47.1389772,15.4277361,3703.499,45.72,-34.51,-2.75,1.419,2.128,0.20,322.95432,0.28255,3,12
2018-08-12T14:26:57.40Z,47.1390595,15.4276446,3704.125,45.53,-34.71,-2.75,1.414,2.123,0.20,322.67963,0.28489,3,12
2018-08-12T14:26:57.60Z,47.1391412,15.4275520,3704.619,45.42,-35.03,-2.60,1.413,2.121,0.21,322.35638,0.31205,3,12
2018-08-12T14:26:57.80Z,47.1392225,15.4274593,3705.131,45.24,-35.12,-2.51,1.413,2.124,0.23,322.17802,0.32235,3,12
2018-08-12T14:26:58.00Z,47.1393034,15.4273659,3705.622,45.03,-35.40,-2.55,1.413,2.126,0.23,321.82775,0.30032,3,12
2018-08-12T14:26:58.20Z,47.1393842,15.4272725,3706.128,44.97,-35.46,-2.55,1.415,2.131,0.27,321.74179,0.31560,3,12
2018-08-12T14:26:58.40Z,47.1394647,15.4271785,3706.652,44.81,-35.65,-2.61,1.416,2.135,0.28,321.49653,0.30784,3,12
2018-08-12T14:26:58.60Z,47.1395444,15.4270835,3707.113,44.49,-35.93,-2.47,1.411,2.127,0.25,321.07608,0.23197,3,12
2018-08-12T14:26:58.80Z,47.1396240,15.4269879,3707.656,44.32,-36.18,-2.40,1.407,2.120,0.24,320.77684,0.23855,3,12
2018-08-12T14:26:59.00Z,47.1397031,15.4268920,3708.146,44.12,-36.40,-2.40,1.402,2.115,0.25,320.48206,0.24528,3,12
2018-08-12T14:26:59.20Z,47.1397821,15.4267955,3708.565,43.94,-36.61,-2.30,1.400,2.116,0.26,320.20237,0.25449,3,12
2018-08-12T14:26:59.40Z,47.1398607,15.4266978,3709.092,43.77,-36.95,-2.28,1.394,2.114,0.22,319.83020,0.24726,3,12
2018-08-12T14:26:59.60Z,47.1399391,15.4265998,3709.587,43.53,-37.14,-2.21,1.388,2.112,0.21,319.53104,0.24687,3,12
2018-08-12T14:26:59.80Z,47.1400172,15.4265012,3710.015,43.36,-37.40,-2.10,1.382,2.109,0.21,319.22414,0.23954,3,12
2018-08-12T14:27:00.00Z,47.1400948,15.4264019,3710.466,43.14,-37.66,-2.10,1.377,2.108,0.22,318.87592,0.23627,3,12
2018-08-12T14:27:00.20Z,47.1401723,15.4263022,3710.870,43.04,-37.87,-2.02,1.372,2.109,0.22,318.65847,0.23744,3,12
2018-08-12T14:27:00.40Z,47.1402494,15.4262020,3711.255,42.75,-38.12,-1.97,1.368,2.109,0.22,318.27784,0.23828,3,12
2018-08-12T14:27:00.60Z,47.1403259,15.4261009,3711.623,42.56,-38.38,-1.92,1.367,2.111,0.23,317.95449,0.26680,3,12
2018-08-12T14:27:00.80Z,47.1404022,15.4259991,3712.002,42.43,-38.62,-1.89,1.367,2.110,0.23,317.69179,0.26512,3,12
